"id,value"
id_133,3.720091334972266
id_134,22.767928264099993
id_135,27.445783372009807
id_136,67.12289727900372
id_137,91.7831103049446
id_138,29.025179217332497
id_139,54.391688914777696
id_140,72.21239051420383
id_141,17.8363968292935
id_142,44.50668854726263
id_143,31.01250991446328
id_144,31.394448240052366
id_145,14.22775407659833
id_146,37.492547247750196
id_147,48.61673746971825
id_148,31.37254502820962
id_149,19.496787712263338
id_150,43.805613684434846
id_151,35.19297401921185
id_152,57.89679462749939
id_153,22.80939869266305
id_154,11.940692833013905
id_155,61.814464016762145
id_156,14.006200798120457
id_157,25.89673164875686
id_158,43.67081817612508
id_159,24.69200815430937
id_160,12.025939314924976
id_161,85.19144217789281
id_162,56.21838506476912
id_163,32.221327260754954
id_164,37.28019193647157
id_165,34.89329820440897
id_166,48.534898102550514
id_167,55.47180917150783
id_168,12.613064805250497
id_169,22.37698103204405
id_170,32.43898500676556
id_171,28.655607211526974
id_172,29.223442521385945
id_173,36.42173923395576
id_174,84.15011137810671
id_175,51.86803200192546
id_176,17.974760514672646
id_177,24.35990958075861
id_178,62.51680449888
id_179,27.539343091350606
id_180,15.51249741315783
id_181,29.516899287817928
id_182,22.392976877106815
id_183,26.043310320700353
id_184,13.473397413302207
id_185,37.24367808949606
id_186,35.135219449939314
id_187,46.968199163716655
id_188,70.89783761231553
id_189,59.879836316222764
id_190,6.505124532518396
id_191,24.820923639235914
id_192,15.767390154627021
id_193,32.960840301248254
id_194,27.086754314867342
id_195,16.3358812422792
id_196,15.202051714993889
id_197,14.470998301407032
id_198,22.809841945533275
id_199,13.792223057256495
id_200,8.05773117962968
id_201,29.12287430565038
id_202,31.727717500303775
id_203,71.47989685650745
id_204,31.15378491710076
id_205,19.365439431840777
id_206,58.72905488951339
id_207,48.69055543266689
id_208,25.400646411474202
id_209,27.252604431243164
id_210,43.68272852293251
id_211,33.60277179994615
id_212,31.272940884217842
id_213,42.551013956946434
id_214,14.348383503884072
id_215,9.13823673613395
id_216,49.64043925948816
id_217,7.262516703473036
id_218,33.19970045111137
id_219,96.8945779868919
id_220,51.58949928565001
id_221,17.385427419727
id_222,37.30385385210059
id_223,92.036913211577
id_224,32.083158628516586
id_225,16.37786344373061
id_226,16.083936456445613
id_227,44.94901271526943
id_228,33.71387601279772
id_229,33.90572833580505
id_230,10.065589475671345
id_231,30.68242728710031
id_232,10.074769607435075
id_233,32.608960698532755
id_234,55.33943593176764
id_235,21.525676076232983
id_236,15.475495201867208
id_237,14.993744663683234
id_238,12.445016695328546
id_239,33.01004766875599
id_240,27.7604624519429
id_241,70.30624496531453
id_242,37.43455041842489
id_243,35.030292566206484
id_244,59.6373562914512
id_245,43.70980066220079
id_246,41.73732959655791
id_247,48.69773537390331
id_248,18.98517626389818
id_249,12.073015830314898
id_250,13.537740997250062
id_251,37.80554444948699
id_252,12.106907592841997
id_253,24.112944691564365
id_254,15.25361063113016
id_255,30.55605767150672
id_256,36.751141952360086
id_257,5.611344273715837
id_258,30.405110713242287
id_259,39.24165077263403
