"id,value"
id_240,27.413501426824354
id_241,71.7503980983564
id_242,38.4513289919737
id_243,35.1979680689957
id_244,60.636310890124776
id_245,44.32122090165665
id_246,42.322100366777114
id_247,49.60320779630952
id_248,19.260284058479577
id_249,12.41641950946488
id_250,14.413088722985123
id_251,38.405868890672544
id_252,12.02697066043281
id_253,24.365195925335243
id_254,15.328380978235641
id_255,31.364414728312383
id_256,37.215382153585935
id_257,5.858712059551518
id_258,30.296584955242256
id_259,40.11273752382844
